,Review Title,Review Text,Preprocessed_Review_Text,After Spelling Correction,Sentiment_score,Sentiment_
131,Absolutely Amazing!,"So i'm going to be completely honest, i was extremely worried about spending the amount of money i did on amazon. But with that being said the phone arrived extremely fast, and is in close to Brand new condition with the exception of a tiny nick on the bottom right corner of the phone, which is no biggie at all. I have had the phone for about a month now and it has been ABSOLUTELY  AMAZING! no problems as of now and highly doubt there will be any... fingers crossed. side note It does not come in the original box or  at least mine didn't which for me personally is not a problem, just wanted to give a heads up. Highly recommend, Good luck!",in go complet honest extrem worri spend amount money amazon said phone arriv extrem fast close brand new condit except tini nick bottom right corner phone bigger phone month absolut amaz problem highli doubt finger cross side note come origin box least mine didn person problem want give head highli recommend good luck,in going completely honest extremely worried spending amount money amazon said phone arrived extremely fast close brand new condition exception tiny nick bottom right corner phone bigger phone month absolutely amazing problems highly doubt fingers crossed side note come original box least mine didn personally problem wanted give heads highly recommend good luck,0.9906520843505859,NEGATIVE
132,Arrived broken,"I thought these phones were checked and tested however the phone screen will glitch and type or delete different stuff than what was being typed. Camera and other apps will open or close on it's own. I'm assuming the phone had a screen replaced or something and was repaired wrong. Return process has been a big hassle and I'm about to call my bank to reverse charges. I checked Apple and I could have bought the exact same phone, brand new, for the exact same price. This seller should consider selling better phones and as these are referbs, sells for less than new. Will never buy a referb phone from Amazon again and am questioning Amazon all together as they couldn't help in the return process either.",thought phone check test howev phone screen pitch type delet differ stuff type camera ape open close in assum phone screen replac someth repair wrong return process big hast in call bank revers charg check appl could bought exact phone brand new exact price seller consid sell better phone refer cell le new never buy refer phone amazon question amazon togeth couldn help return process either,thought phone checked tested however phone screen pitch type delete different stuff type camera apes open close in assuming phone screen replaced something repaired wrong return process big haste in call bank reverse charges checked apple could bought exact phone brand new exact price seller consider selling better phone refers cells less new never buy refer phone amazon questioning amazon together couldn help return process either,0.9984347224235535,NEGATIVE
133,Good Phone,"My sister finally talked me into getting an IPhone.  For a 3 month return policy I thought, why not?  Not a techy gal by any means, so in a nutshell mine works well.  My battery was at 84% capacity when it arrived.  Very user friendly and like how I can connect easier to other IPhone users than when I had an android.  Have had it for a week now and like it a lot.  Still a little pricey for a phone but it does have a good camera and good responsiveness.  I love my color which is Green.  Also happy I went for the 128GB storage.  Will probably end up keeping it👍🏻",sister final talk get phone 3 month return polici thought they gal mean nutshel mine work well batteri 84 capac arriv user friendli like connect easier phone user andro week like lot still littl price phone good camera good respons love color green also happi went 128gb storag probabl end keep,sister finally talked getting phone 3 month return policy thought they gal means nutshell mine works well battery 84 capacity arrived user friendly like connect easier phone users andros week like lot still little prices phone good camera good responsiveness love color green also happy went 128gb storage probably end keeping,0.9893184304237366,NEGATIVE
134,Best Phones Ever!,"My first Apple product since the ipod.  Which still works BTW.  I suffered through a whole series of android phones.  Had issues with them.  Calls dropped, bad reception.  Calls I was waiting for going directly to voicemail.  I blamed my carrier and I was wrong.  It was the phones.Easy to use.  Better texting/fast fewer mistakes.  More intuitive.  So simple to pair accessories.  Just works effortlessly.  I have excellent reception and the phone works all the time.  It is reliable and it seems sturdy, not cheap.  I am now an Apple person.  My next computer will be Apple too.  I am done fighting with technology.  I want it to work for me and Apple does that.",first appl product sinc upon still work bow suffer whole seri andro phone issu call drop bad recept call wait go directli voicemail blame carrier wrong phoneseasi use better textingfast fewer mistak intuit simpl pair accessori work effortlessli excel recept phone work time reliabl seem sturdi cheap appl person next comput appl done fight technolog want work appl,first apple product since upon still works bow suffered whole series andros phone issues calls dropped bad reception calls waiting going directly voicemail blamed carrier wrong phoneseasy use better textingfast fewer mistakes intuition simple pair accessories works effortlessly excellent reception phone works time reliable seems sturdy cheap apple person next computer apple done fighting technology want work apple,0.9990465044975281,NEGATIVE
135,"2 Phones, Neither Worked","I bought this phone the first time over a month ago. When I unboxed it, the keyboard did not work and I couldn't even get past setup. On the second phone, the screen flickered every time I pressed a button. The only good thing I can say is that the return process was easy. These are not ""certified"". They have been checked for physical damage and that is all.",bought phone first time month ago unvex keyboard work couldn even get past set second phone screen flick everi time press button good thing say return process easi terrifi check physic damag,bought phone first time month ago unvexed keyboard work couldn even get past set second phone screen flicked every time pressed button good thing say return process easy terrified checked physical damage,0.9943523406982422,NEGATIVE
136,Perfectttttt,Was skeptical as well. Although it came faster than expected and was perfect it felt like a new phone from Apple expect for obvious reasons. Nothing is different about this phone expect for where you are getting it from. Mines came fully unlocked working no scratches or cracks.. Stellar phone In general,skeptic well although came faster expect perfect felt like new phone appl expect obviou reason noth differ phone expect get mine came fulli unlock work scratch crack cellar phone gener,skeptically well although came faster expected perfect felt like new phone apple expect obvious reasons nothing different phone expect getting mines came fully unlocked working scratches cracks cellar phone general,0.9908933639526367,NEGATIVE
137,Completely Satisfied,"My phone was delivered before the promised date, well packaged and just what I ordered. I have since set it up and it is running magnificently. I absolutely am so delighted with my phone",phone deliv promis date well packag order sinc set run magnific absolut delight phone,phone delivered promised date well package ordered since set running magnificent absolutely delighted phone,0.9969022274017334,NEGATIVE
138,I love this phone 😍,"I love it so much!! Definitely an upgrade for sure i had the iPhone 8 previously ! It was about $100 cheaper than the apple website!! A few people mentioned in there reviews that they received a screen protector with there phone but i did not, it did come with a charger, the block for it!! I am very satisfied I didn’t have to call my phone company either to have the phones/ sim card switched it did that all its self which i love, it made the process so much easier!! I did go ahead an buy a case & protector & that was the part that got me most i could buy phone case & protector along with the phone & it was still under what apple was trying to sell it for! Thank you amazon P.s. no cracks, dents, or scratches that i can see! Also came early!!",love much definit upgrad sure phone 8 previous 100 cheaper appl webster peopl mention review receiv screen protector phone come charg block satisfi didn call phone compani either phone him card switch self love made process much easier go ahead buy case protector part got could buy phone case protector along phone still appl tri sell thank amazon is crack debt scratch see also came earli,love much definitely upgrade sure phone 8 previously 100 cheaper apple webster people mentioned reviews received screen protector phone come charge block satisfied didn call phone company either phone him card switched self love made process much easier go ahead buy case protector part got could buy phone case protector along phone still apple trying sell thank amazon is cracks debts scratches see also came early,0.9853857755661011,NEGATIVE
139,DO NOT BUY,"Before buying I specifically selected ""unlocked"" when prompted to select a carrier. After hours of trying to activate and switch over my service, I spent another hour on the phone with my provider only to find out that the phone was locked. Then to make matter worse the phone would not allow me to log into the app store, or transfer my data over. I'll most likely return the phone because I am so angry about everything that I just went through. DO NOT BUY THIS PRODUCT. It's a hassle and a half and you're most likely going to have to return it too.",buy specif select unlock prompt select carrier hour tri activ switch servic spent anoth hour phone provid find phone lock make matter wors phone would allow log pp store transfer data ill like return phone angri everyth went buy product hast half your like go return,buying specifically selected unlocked prompted select carrier hours trying activate switch service spent another hour phone provider find phone locked make matter worse phone would allow log pp store transfer data ill likely return phone angry everything went buy product haste half your likely going return,0.9990623593330383,NEGATIVE
140,Buena compra,"Este es mi tercer equipo renovado comprado en amazon , y no me ha decepcionado.Fisicamente el equipo en excelentes condiciones, 0 rayones, trae el protector de pantalla puesto (tenia un globito pero algo diminuto)El telefono es muy rapido, la bateria vino 88%, y tengo unos 2 meses ya con el equipo y esta funcionando perfecto…solo en 1 ocacion se me frizio , solo lo apague y encendi y todo bien…me parecio leer que traia un cover de regalo el cual no lo trajo pero si el cargador con su cable generico.Recomendado",est e mi tender equip renovado comrad en amazon ha decepcionadofisicament el equip en excelent condit 0 bayonet trade el protector de patella guest taenia un globito per also diminutoel telefono e may rapid la bacteria vine 88 teno no 2 mess a con el equip est funcionando perfectosolo en 1 occas se frisco solo lo page encendi too benc paresi lee que train un cover de regal el coal lo trade per si el cargador con s cabl genericorecomendado,est es mi tender equip renovado comrade en amazon ha decepcionadofisicamente el equip en excelentes conditions 0 bayonets trade el protector de patella guests taenia un globito per also diminutoel telefono es may rapid la bacteria vine 88 teno nos 2 mess a con el equip est funcionando perfectosolo en 1 occasion se frisco solo lo page encendi too bence paresis lee que train un cover de regal el coal lo trade per si el cargador con s cable genericorecomendado,0.9896929860115051,NEGATIVE
141,2nd time getting a faulty phone from hybrid IT my 1st experience was great so disappointing .,"I purchased the iPhone 11 from Hybrid IT a week ago , it arrived on time . As with any renewed phone I check to make sure everything is working , Cameras , Face recognition , Speakers . Everything was looking good then I went to see if the wireless charging works ,an it didn’t connect . I thought well maybe it’s my charger , So I took it to APPLE and low and behold the wireless charging back does not work .When buying renewed phones I’m aware there may be some cosmetic scuffs or scratches but when something is internally wrong with the phone like the last one sold to me with a broken speaker from hybrid . Are ya’ll not checking your phones before you send them out bcs at this point it feels like it  ?? This is ridiculous .I’ve called them multiple times and they won’t answer I need a replacement phone or my money back!",purchas phone 11 horrid week ago arriv time renew phone check make sure everyth work camera face recognit speaker everyth look good went see tireless charg work didn connect thought well mayb charg took appl low behold tireless charg back work buy renew phone in awar may cosmet cuff scratch someth intern wrong phone like last one sold broken speaker horrid all check phone send bu point feel like ridicul give call multipl time wont answer need replac phone money back,purchased phone 11 horrid week ago arrived time renewed phone check make sure everything working camera face recognition speakers everything looking good went see tireless charging works didn connect thought well maybe charge took apple low behold tireless charging back work buying renewed phone in aware may cosmetic cuffs scratches something internally wrong phone like last one sold broken speaker horrid all checking phone send bus point feels like ridiculous give called multiple times wont answer need replacement phone money back,0.9974849224090576,NEGATIVE
142,The phone Sucks The company sucks,"I bought this phone for $700 a couple of months after Apple released the iPhone 11.  This phone worked right for maybe 4-5 months. Now every 30 minutes it disables because the temperature is too hot. My phone loses connection every 30 minutes no matter how important I am in need of my phone to make calls, it loses service. I have service with straight talk. I have for years, as soon as I put this phone on their Phone service, it automatically started to give me problems. Straight talk has never led me to have issues but if you buy a phone from Electronic Deals from Amazon you'll definitely wind up with a whole lot of problems and wasted money.",bought phone 700 coupl month appl releas phone 11 phone work right mayb 45 month everi 30 minut disabl temperatur hot phone lose connect everi 30 minut matter import need phone make call lose servic servic straight talk year soon put phone phone servic automat start give problem straight talk never led issu buy phone electron deal amazon you definit wind whole lot problem wast money,bought phone 700 couple months apple released phone 11 phone worked right maybe 45 months every 30 minutes disabled temperature hot phone loses connection every 30 minutes matter important need phone make calls loses service service straight talk years soon put phone phone service automatically started give problems straight talk never led issues buy phone electronic deals amazon you definitely wind whole lot problems wasted money,0.9972112774848938,NEGATIVE
143,"At first, I was a little skeptical...","I love ittttt! I was a little skeptical at first, but I love this phone! It came with a charger, and it came in a day early!",love ittttt littl skeptic first love phone came charg came day earli,love ittttt little skeptically first love phone came charge came day early,0.984211266040802,POSITIVE
144,Don’t waste your time on this phone doesn’t work right,"                    The media could not be loaded.
                



 The phone keeps on turning off and on over and over on its own when I open an app it keeps turning off and on over and over. Not worth buying. Returning the phone",medium could load phone keep turn open pp keep turn worth buy return phone,media could loaded phone keeps turning open pp keeps turning worth buying returning phone,0.9942222237586975,NEGATIVE
145,"Connectivity Issues, Random Restarts, and Touch Screen Problems","After having this iphone 11 for just 3 days, I've come to realize that there are issues with the phone that were not addressed before it was sent to me. After fully resetting and updating the phone, checking the sim card with my service provider, and even taking it to multiple phone repair shops to have it checked... The phone still completely restarts without any warning up to 10 times in an hour. The device also seems to have some screen sensitivity issues and sometimes it will not respond to touch for several moments before working. On top of that, this phone hasn't been able to locate any of the bluetooth devices in my home that other members of the household are easily able to connect to.I honestly don't know what went wrong here considering all the other good reviews, but let's just say you're definitely taking a chance if you buy a refurbished phone. I guess I'm going to have to send this one in for a refund... an unfortunate waste of time.",phone 11 3 day give come realiz issu phone address sent fulli resect date phone check him card servic provid even take multipl phone repair shop check phone still complet start without warn 10 time hour devic also seem screen sensit issu sometim respond touch sever moment work top phone hasn abl locat bluetooth devic home member household easili abl connect toi honestli dont know went wrong consid good review let say your definit take chanc buy refurbish phone guess in go send one refund unfortun wast time,phone 11 3 days give come realize issues phone addressed sent fully resecting dating phone checking him card service provider even taking multiple phone repair shops checked phone still completely starts without warning 10 times hour device also seems screen sensitivity issues sometimes respond touch several moments working top phone hasn able locate bluetooth devices home members household easily able connect toi honestly dont know went wrong considering good reviews lets say your definitely taking chance buy refurbished phone guess in going send one refund unfortunate waste time,0.9933435916900635,NEGATIVE
146,"If purchased from CPRTX, return inmediately and pray you don't get stolen.","I don't usually write bad reviews, specially ones that focus on the seller and not the product but I feel it's important for all of you to know my story.I purchased the Red 128GB iPhone 11 from CPRTX. The phone was barely used, inside an office but it was a needed line. A screen protector and cover were installed as the phone was being setup.Over a month of use, the screen started playing games. It would show random patterns or freeze but given that there were updates in between those days, I thought it had to do with updates. However, the issues would continue to happen more and more often and lasting longer so I decided to return, since it was obvious the screen was faulty.CPRTX decided the only thing they needed to return was 72 cents out of the $564 of the phone. Despite being covered by the A to Z Amazon Guarantee, I'm still fighting for my refund - and hope I don't get $565 stolen from them. They keep saying I damaged the phone but their own pictures show a pristine, perfect screen, except when turned on.Otherwise, the iPhone 11 was impeccable. You could tell they did some work by looking at the screws at the bottom but other than that, beautiful. The screen did not seem original but it was working great and so was everything else. You could not believe someone had used that phone before which confirms that there are people out there, like myself, who take really good care of their devices.iOS 14.6 works great in the iPhone 11 and the camera does a better job than the iPhone 6 Plus it replaced. You will also enjoy the added screen size (if you're coming from any of the iPhone Pluses) despite having a smaller device. I do miss TouchID and you will too. Overall, iPhone 11, a great phone. CPRTX - Thieves!So a big warning. Do not trust this (CPRTX) seller. They will do everything in their power to steal from you and do not care if the ship to you a faulty phone. They feel Amazon backs them up. I will update if something new happens.",dont usual write bad review special one focu seller product feel import know stori purchas red 128gb phone 11 cart phone bare use insid offic need line screen protector cover instal phone setupov month use screen start play game would show random pattern freez given updat day thought updat howev issu would continu happen often last longer decid return sinc obviou screen faultycprtx decid thing need return 72 cent 564 phone despit cover z amazon guarante in still fight refund hope dont get 565 stolen keep say damag phone pictur show print perfect screen except turn otherwis phone 11 implac could tell work look screw bottom beauti screen seem origin work great everyth el could believ someon use phone confirm peopl like take realli good care devicesio 146 work great phone 11 camera better job phone 6 plu replac also enjoy ad screen size your come phone plume despit smaller devic miss touch overal phone 11 great phone cart thiev big warn trust cart seller everyth power steal care ship faulti phone feel amazon back updat someth new happen,dont usually write bad reviews specially ones focus seller product feel important know story purchased red 128gb phone 11 carts phone barely used inside office needed line screen protector cover installed phone setupover month use screen started playing games would show random patterns freeze given updated days thought updated however issues would continue happen often lasting longer decided return since obvious screen faultycprtx decided thing needed return 72 cents 564 phone despite covered z amazon guarantee in still fighting refund hope dont get 565 stolen keep saying damaged phone pictures show printing perfect screen except turned otherwise phone 11 implacable could tell work looking screws bottom beautiful screen seem original working great everything else could believe someone used phone confirms people like take really good care devicesios 146 works great phone 11 camera better job phone 6 plus replaced also enjoy added screen size your coming phone plumes despite smaller device miss touched overall phone 11 great phone carts thieves big warning trust carts seller everything power steal care ship faulty phone feel amazon backs update something new happens,0.9972150325775146,NEGATIVE
147,"10 stars, get you this phone","If there is ever a phone I was ever so pleased with, it’s this one. I got it during quarantine time because I had accidentally put my old phone in the washer. Anyway, this phone is excellent for a refurbished. From face recognition, battery life span, camera quality, storage, I wouldn’t ask for a better phone. I would definitely recommend it to anyone looking to but iPhone 11 for an affordable price, one year now and my phone is still intact. Bought another one for my brother and he was not disappointed. I also got them in their apple packaging with accessories which is unbelievable because I thought I wouldn’t by the comments. 10 stars, get you this phone.",ever phone ever plea one got quarant time accident put old phone wash anyway phone excel refurbish face recognit batteri life span camera qualiti storag wouldn ask better phone would definit recommend anyon look phone 11 unford price one year phone still intact bought anoth one brother disappoint also got appl pack accessori unbeliev thought wouldn comment 10 star get phone,ever phone ever pleased one got quarante time accidentally put old phone washed anyway phone excellent refurbished face recognition battery life span camera quality storage wouldn ask better phone would definitely recommend anyone looking phone 11 unfordable price one year phone still intact bought another one brother disappointed also got apple packing accessories unbelievable thought wouldn comments 10 stars get phone,0.9809227585792542,NEGATIVE
148,BuySPRY refurbished iPhone junk.,Don't buy anything from BuySPRY! I didn't realize the issue was a defective product that BuySPRY sold me until after thier crappy warranty. It's obvious to me now that this phone never worked correctly and they sold me a defective product. I'm going to tell everyone that BuySPRY refurbished work is terrible or maybe not even refurbished. They cost me lots of money and heart ache with no concern or even care to offer a real solution. No one should buy thier junk but pay just a little more to get the something real.,dont buy anyth buyspri didn realiz issu defect product buyspri sold their happi warranti obviou phone never work correctli sold defect product in go tell everyon buyspri refurbish work terribl mayb even refurbish cost lot money heart ach concern even care offer real solut one buy their june pay littl get someth real,dont buy anything buyspry didn realize issue defective product buyspry sold their happy warranty obvious phone never worked correctly sold defective product in going tell everyone buyspry refurbished work terrible maybe even refurbished cost lots money heart ache concern even care offer real solution one buy their june pay little get something real,0.9985077977180481,NEGATIVE
149,It's Fantastic,I Love This Phone To Be a Renewed Phone It's Awesome. For Almost $700 it's A Great Buy.,love phone renew phone awesom almost 700 great buy,love phone renewed phone awesome almost 700 great buy,0.9364305138587952,POSITIVE
150,Amazing!!!,Phone came in amazing shape. It didn’t come in it’s original Apple box which is fine and it didn’t come with the original apple charger which is also okay! It still came with a nice lengthy charger regardless. The phone has 100% battery capacity and it had absolutely no dents or scratches on it.,phone came amaz shape didn come origin appl box fine didn come origin appl charg also okay still came nice lengthi charg regardless phone 100 batteri capac absolut debt scratch,phone came amazing shape didn come original apple box fine didn come original apple charge also okay still came nice lengthy charge regardless phone 100 battery capacity absolutely debts scratches,0.9863725304603577,NEGATIVE
151,Buyer beware,Buyer beware... be very careful buying these refurbished phones. I received mine which was supposed to be able to be used on T-Mobile's network. I took it into the store to link it to my plan and was informed that it could not be used because it is currently registered to another user.  So it either was not wiped clean or was stolen. Returned and received a refund.,buyer bewar care buy refurbish phone receiv mine suppos abl use mobil network took store link plan inform could use current regist anoth user either wipe clean stolen return receiv refund,buyer beware careful buying refurbished phone received mine supposed able used mobile network took store link plan informed could used currently registered another user either wiped clean stolen returned received refund,0.9991312623023987,NEGATIVE
152,"International version, do not buy in US!","Purchased this only to have the speaker go out in 4 months ( fitting since the seller ""warranty"" window is 3 months).  Took it to best buy and they wouldn't work on it because it is an international version.  Now I have to either pay $600 to fix a non-us version or but a new one.  I knew 8 was taking a chance on a ""renewed"" device, but this is ridiculous.  Worst decision ever buying this one.Word of advice, when buying a phone, verify with the serial number that it is in fact the correct version.",purchas speaker go 4 month fit sinc seller warranti window 3 month took best buy wouldn work intern version either pay 600 fix nou version new one knew 8 take chanc renew devic ridicul worst decis ever buy onward advic buy phone verifi aerial number fact correct version,purchased speaker go 4 months fitting since seller warranty window 3 months took best buy wouldn work international version either pay 600 fix nous version new one knew 8 taking chance renewed device ridiculous worst decision ever buying onward advice buying phone verify aerial number fact correct version,0.9976264834403992,NEGATIVE
153,iPhone 11. WONDERFUL!,Absolutely wonderful product. Bought refurbished from Amazon warehouse. Looks and performs as brand new. Fantastic. The product arrived one day earlier than promised.,absolut wonder product bought refurbish amazon warehous look perform brand new fantast product arriv one day earlier promis,absolutely wonderful product bought refurbished amazon warehouse looks perform brand new fantastic product arrived one day earlier promised,0.9975076913833618,NEGATIVE
154,Phew!,I was pretty worried about getting a refurbished phone off of amazon but this is definitely worth the buy! It doesn’t come in the Apple box or has earphones but the phone is in amazing condition! It looks brand new and has full battery capacity but also it comes with A tempered glass screen protector on the phone!,pretti worri get refurbish phone amazon definit worth buy doesn come appl box earphon phone amaz condit look brand new full batteri capac also come temper glass screen protector phone,pretty worried getting refurbished phone amazon definitely worth buy doesn come apple box earphones phone amazing condition looks brand new full battery capacity also comes tempered glass screen protector phone,0.9961062073707581,NEGATIVE
155,iPhone,Good phone for the price,good phone price,good phone price,0.9994454979896545,POSITIVE
156,Great Buy,"I was skeptical lol, but the phone arrived in 2 days via FedEx. There are no scratches or any sign of wear. It came with 86% charge and fully unlocked. I was able to switch my sim from my android to the iPhone with no problem. I am beyond satisfied with this renewed phone. No lagging or slowness to the phone. It did come with a generic charger instead of an apple charger. That was the only thing I was sad about, but the charger works well. I'm happy nonetheless.",skeptic ll phone arriv 2 day via foot scratch sign wear came 86 charg fulli unlock abl switch him andro phone problem beyond satisfi renew phone lag slow phone come genet charg instead appl charg thing sad charg work well in happi nonetheless,skeptically ll phone arrived 2 days via feet scratches sign wear came 86 charge fully unlocked able switch him andros phone problem beyond satisfied renewed phone lagging slowness phone come genetic charge instead apple charge thing sad charge works well in happy nonetheless,0.9929452538490295,NEGATIVE
157,Pretty Good Buy,"So far so good, I have only had the phone a few days, the delivery process went smoothly. The phone did look fairly new the only give away was that it did not come in the apple box and I did not receive an original apple charger to use with it, but I purchased my own. For the price I feel like I did get a good deal, definitely better than paying over a thousand just for the original box and charger and earbuds, I believe that is all I’m missing. The phone did appear unlocked, I use AT&T and it works fine with it.",far good phone day deliveri process went smoothli phone look fairli new give away come appl box receiv origin appl charg use purchas price feel like get good deal definit better pay thousand origin box charg earbud believ in miss phone appear unlock use att work fine,far good phone days delivery process went smoothly phone look fairly new give away come apple box receive original apple charge use purchased price feel like get good deal definitely better paying thousand original box charge earbuds believe in missing phone appear unlocked use att works fine,0.6575558185577393,POSITIVE
158,Do not buy!,"First This phone is not unlocked, so that is a lie, it will no work with Verizon, and then it is shipped with fedex! FedEx is not reliable! The phone was supposed to be here 2 weeks ago, still a not here! Just buy a new phone and save yourself a lot of time. It is not worth the few bucks you save buying this one!",first phone unlock lie work horizon ship foot foot reliabl phone suppos 2 week ago still buy new phone save lot time worth buck save buy one,first phone unlocked lie work horizon shipped feet feet reliable phone supposed 2 weeks ago still buy new phone save lot time worth bucks save buying one,0.9902448654174805,NEGATIVE
159,It’s alright .,"I got this phone earlier than the estimated time which was nice cause I really needed a new phone. Everything works fine, was refurbished gr8tly. However, the whole purpose of looking for a phone was to make sure it was unlocked through any carrier. I go through boost and it’s hard to get phones under boost so I normally look for unlocked phones. It says it’s unlocked in packaging and on here… I began the activation process … and it wouldn’t not let me I looked further and went to setting and under SIM card it said it was locked!!!! It’s disappointing because I have to go through so much to get it unlocked and now I can’t even use the phone until then !!! The product was promoted as unlocked as well as the paper work that came with the phone! It’s just frustrating because I rely on my phone a lot. And to not have one is such an inconvenience especially after I paid for it to be unlocked which might not only cost me out of pocket but my time. I might as well have bought a phone from my carrier. But I love getting them from Amazon I got my last phone from here and had no issues but now it’s like I don’t want to even purchase phones from here anymore ! I’m really disappointed 🥺.",got phone earlier estim time nice caus realli need new phone everyth work fine refurbish greatli howev whole purpos look phone make sure unlock carrier go boost hard get phone boost normal look unlock phone say unlock pack began motiv process wouldn let look went set him card said lock disappoint go much get unlock can even use phone product promot unlock well paper work came phone frustrat reli phone lot one inconveni especi paid unlock might cost pocket time might well bought phone carrier love get amazon got last phone issu like dont want even purchas phone anymor in realli disappoint,got phone earlier estimated time nice cause really needed new phone everything works fine refurbished greatly however whole purpose looking phone make sure unlocked carrier go boost hard get phone boost normally look unlocked phone says unlocked packing began motivation process wouldn let looked went setting him card said locked disappointing go much get unlocked can even use phone product promoted unlocked well paper work came phone frustration rely phone lot one inconvenience especially paid unlocked might cost pocket time might well bought phone carrier love getting amazon got last phone issues like dont want even purchase phone anymore in really disappointed,0.995134174823761,NEGATIVE
160,"DON'T WASTE YOUR TIME - No replacement, just refund.","It came defective in certain parts of the screen - it didn't feel the touch. I could not even enter my Apple ID because it didn't catch certain letters from the keyboard, especially the ""o"".For that reason, I couldn't pass the factory settings to check the cell phone in other aspects such as the camera, the battery, or the speakers.When I contacted the company, they told me they regret the problem (they only attend Monday to Friday - 9:00 am - 5:00 pm EST). After some e-mails, they asked me to take the cell phone to a repair shop to inquire about a QUOTE of a diagnosis and estimated repair cost.Finally, they told me that the only thing they could do was give me the refund and not the replacement of the product because ""they don't have it in stock"".",came defect certain part screen didn feel touch could even enter appl id didn catch certain letter keyboard especi for reason couldn pas factori set check cell phone aspect camera batteri speakerswhen contract compani told regret problem attend monday friday 900 500 pm est email ask take cell phone repair shop inquir quot diagnosi estim repair costfin told thing could give refund replac product dont stock,came defective certain parts screen didn feel touch could even enter apple id didn catch certain letters keyboard especially for reason couldn pass factory settings check cell phone aspects camera battery speakerswhen contracted company told regret problem attend monday friday 900 500 pm est email asked take cell phone repair shop inquire quote diagnosis estimated repair costfinally told thing could give refund replacement product dont stock,0.9988952875137329,NEGATIVE
161,Don’t buy these,After a month or so the phone is horrible. Turns off all the time randomly. Amazon customer support has been useless as they tell me I have to take the phone to the apple store. I just want to send it back and go to my phone carrier and pay the extra for a phone that ACTUALLY works. I bought two of these and the other one is the exact same issues.Update: took both phones to apple and they’re both listed as MFG date for the year 1978. Apple said these phones were supposed to be sent back to apple for repairs and never made it and was “re-sold” to me. Returning them as we speak to hopefully get a return 😑,month phone horribl turn time random amazon custom support useless tell take phone appl store want send back go phone carrier pay extra phone actual work bought two one exact issuesupd took phone appl there list mug date year 1978 appl said phone suppos sent back appl repair never made result return speak hope get return,month phone horrible turns time random amazon customer support useless tell take phone apple store want send back go phone carrier pay extra phone actually works bought two one exact issuesupdate took phone apple there listed mug date year 1978 apple said phone supposed sent back apple repairs never made result returning speak hopefully get return,0.9989182949066162,NEGATIVE
162,The phone is not waterproof. It appears the phone was badly damaged.,The phone should be water proof but after putting the phone in water it shut off. Extremely disappointed.,phone water proof put phone water shut extrem disappoint,phone water proof putting phone water shut extremely disappointed,0.9973756074905396,NEGATIVE
163,IT WAS BROKEN,I had the phone for less than a month and it worked beautifully but then it wouldn't turn on anymore wouldn't work no matter how long I charged it or where I took it. So I requested a refund and sent it back and it has been over a month and still no refund. Be careful guys.,phone le month work beauti wouldn turn anymor wouldn work matter long charg took request refund sent back month still refund care gun,phone less month worked beautifully wouldn turn anymore wouldn work matter long charged took requested refund sent back month still refund careful guns,0.9976413249969482,NEGATIVE
164,Not in even FAIR condition.,"The top right side of the screen is extremely scratched. It is apparent that even though the screen is very scratched, the screen has been replaced. The phone is giving an error message saying that it can not support the display screen. Phone is extremely slow and won't let me sign into my icloud account. Very disappointed in the purchase.",top right side screen extrem scratch appar even though screen scratch screen replac phone give error messag say support display screen phone extrem slow wont let sign cloud account disappoint purchas,top right side screen extremely scratched apparent even though screen scratched screen replaced phone giving error message saying support display screen phone extremely slow wont let sign cloud account disappointed purchase,0.993115246295929,NEGATIVE
165,Good,Good,good,good,0.9998161196708679,POSITIVE
166,Battery lasted only one month!,"After a delay of two weeks of receiving the phone, and after getting it set up at my Verizon store, the battery lasted one month!  My Apple store told me it would take 5 days to get a new battery for the phone. I was so exasperated that I would be without a phone for that long I traded it in and bought the 12pro. Never again will I buy a refurbished phone! This really cost me.",delay two week receiv phone get set horizon store batteri last one month appl store told would take 5 day get new batteri phone exasper would without phone long trade bought pro never buy refurbish phone realli cost,delay two weeks receiving phone getting set horizon store battery lasted one month apple store told would take 5 days get new battery phone exasperated would without phone long traded bought pro never buy refurbished phone really cost,0.9982499480247498,NEGATIVE
167,DO NOT BUY THESE PHONES,"Seriously, pay a little more and buy new. The phone did not operate as expected. The phone would drop calls and once pictures were taken you couldn't get them off the phone using a USB cable. The phone would display an error every time you connected using a USB cable. This was tried using multiple computers and each time it would start the transfer and then error out. We are now having issues getting a refund. I am very disappointed and hope I can get a refund.",serious pay littl buy new phone oper expect phone would drop call pictur taken couldn get phone use u cabl phone would display error everi time connect use u cabl tri use multipl comput time would start transfer error issu get refund disappoint hope get refund,seriously pay little buy new phone operate expected phone would drop calls pictures taken couldn get phone using us cable phone would display error every time connected using us cable tried using multiple computers time would start transfer error issues getting refund disappointed hope get refund,0.9984171390533447,NEGATIVE
